rank,model_id,family,symbol,timeframe,side,lookback_bars,threshold,exit_threshold,min_hold_bars,cooldown_bars,filter_label,feature_backed,feature_train_coverage,feature_validation_coverage,feature_locked_oos_coverage,max_asof_feature_age_hours,leverage,allocation_fraction,notional_fraction,train_return,validation_return,locked_oos_return,train_mdd,validation_mdd,locked_oos_mdd,train_sharpe,validation_sharpe,locked_oos_sharpe,train_trade_event_count,validation_trade_event_count,locked_oos_trade_event_count,train_exposure_bar_count,validation_exposure_bar_count,locked_oos_exposure_bar_count,train_validation_return_ratio,train_minus_validation_return,train_return_per_turnover_proxy_bps,validation_return_per_turnover_proxy_bps,locked_oos_return_per_turnover_proxy_bps,train_dominant_sample_gate_pass,execution_efficiency_proxy_gate_pass,primary_10bps_promotion_gate_pass,paper_candidate_gate_pass,decision,ready_for_paper,ready_for_real,real_money_execution,replay_live_notional_parity,locked_oos_liquidation_count,locked_oos_account_wipeout_count,rejection_reasons,booster_train_validation_score,validation_first_half_return,validation_second_half_return,validation_min_half_return,booster_target_gate_pass,booster_target_reasons
3391,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p0_rel0p005_trail3p0_hold18_4p0x_0p15_cc1ec413,relative_strength_chandelier_breakout,SOLUSDT,2h,long_short,12,0.005,-0.005,18,2,adx15_btc_regime_atr0.0_trail3.0,False,,,,,4.0,0.15,0.6,0.02758498270415921,0.4435881838799127,-0.020676157984466426,0.37472365947056163,0.06485063024854987,0.08616549540695895,0.2697212463154844,4.489401662173429,-0.5258570682443727,293,64,33,2962,652,333,0.062186017812473925,-0.4160032011757535,1.5691116441501258,115.51775621872727,-10.4425040325588,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.6, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.6, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,train_return_below_validation_return;train_validation_return_ratio_0.0622_below_1.00;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_1.569_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-10.443_not_above_10.000,0.26420682113309335,0.2230605954871301,0.18030798245523671,0.18030798245523671,False,locked_oos_return_-0.0207_below_preferred_0.03;train_rpt_1.569_below_preferred_20bps;locked_oos_rpt_-10.443_below_preferred_20bps
3450,a30fb_booster_rs_chandelier_6h_solusdt_lb12_atr0p5_rel0p01_trail2p0_hold18_3p0x_0p15_0b47828a,relative_strength_chandelier_breakout,SOLUSDT,6h,long_short,12,0.01,-0.005,18,2,adx15_btc_regime_atr0.5_trail2.0,False,,,,,3.0,0.15,0.44999999999999996,0.040275578760638586,0.07145273994854517,0.006467111544810278,0.18188902540664875,0.10343979744207943,0.04639525762259378,0.28123546984135367,1.3953538487295647,0.4356151306835429,68,16,7,654,155,77,0.5636673805601016,-0.031177161187906588,13.161953843345945,99.23991659520163,20.530512840667555,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,train_trade_event_count_68_below_80;validation_trade_event_count_16_below_30;locked_oos_trade_event_count_7_below_20;train_return_below_validation_return;train_validation_return_ratio_0.5637_below_1.00,0.25222641030919063,0.14899385098385776,-0.06748609748338952,-0.06748609748338952,False,validation_return_0.0715_below_preferred_0.10;locked_oos_return_0.0065_below_preferred_0.03;validation_mdd_0.1034_above_preferred_0.10;locked_oos_trade_event_count_7_below_20;validation_min_half_return_-0.0675_below_0;train_rpt_13.162_below_preferred_20bps
3510,a30fb_booster_mh_consensus_6h_solusdt_s6_l24_thr0p02_adx24p0_hold12_cool2_3p0x_0p15_d835da10,multi_horizon_consensus_momentum,SOLUSDT,6h,long_short,24,0.02,0.0,12,2,adx24.0_vol_q80_rel_btc,False,,,,,3.0,0.15,0.44999999999999996,0.14589358916417572,0.06043326610339306,0.0211245145534249,0.26765518147651957,0.14105205060300519,0.034763040849190796,0.640971717572746,0.9888139955944446,1.1479322178602243,107,34,13,810,225,99,2.4141271615962596,0.08546032306078266,30.299810833681356,39.498866734243826,36.11028128790581,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_trade_event_count_13_below_20;validation_mdd_0.1411_above_0.12,0.24108223515753902,0.17059586792477566,-0.09410814170792925,-0.09410814170792925,False,validation_return_0.0604_below_preferred_0.10;locked_oos_return_0.0211_below_preferred_0.03;validation_mdd_0.1411_above_preferred_0.10;locked_oos_trade_event_count_13_below_20;validation_min_half_return_-0.0941_below_0
3665,a30fb_booster_squeeze_expansion_6h_solusdt_lb24_volz0p5_hold6_4p0x_0p15_2a8f6a7c,volatility_squeeze_range_expansion,SOLUSDT,6h,long_short,24,0.5,0.0,6,4,natr_q35_volume_btc_rel,False,,,,,4.0,0.15,0.6,0.1202122592791568,0.01663004892823783,0.006464544428429697,0.14695951216722647,0.08227057432690399,0.0429819184889364,0.5936674184813432,0.4904284534245995,0.42310342258504624,38,8,4,383,88,37,7.228617293785368,0.10358221035091897,52.72467512243719,34.645935267162145,26.93560178512374,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.6, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.6, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,train_trade_event_count_38_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_4_below_20;validation_return_0.0166_below_0.02,0.22170874754037845,0.04023235010030879,-0.02268945122673338,-0.02268945122673338,False,validation_return_0.0166_below_preferred_0.10;locked_oos_return_0.0065_below_preferred_0.03;locked_oos_trade_event_count_4_below_20;validation_min_half_return_-0.0227_below_0
3669,a30fb_booster_rs_chandelier_6h_solusdt_lb12_atr0p5_rel0p005_trail2p0_hold18_3p0x_0p1_a1d59a46,relative_strength_chandelier_breakout,SOLUSDT,6h,long_short,12,0.005,-0.005,18,2,adx15_btc_regime_atr0.5_trail2.0,False,,,,,3.0,0.1,0.30000000000000004,0.03502619645502203,0.027516733908615754,0.004574478744991062,0.12417640245545414,0.07268579073045556,0.031066755653395894,0.2812354698413534,0.818143304158629,0.43561513068354313,68,18,7,654,173,77,1.272905300874207,0.007509462546406276,17.16970414461864,50.956914645584725,21.78323211900505,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.30000000000000004, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.30000000000000004, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,train_trade_event_count_68_below_80;validation_trade_event_count_18_below_30;locked_oos_trade_event_count_7_below_20,0.22066988112622632,0.09798506163391574,-0.06417967801896651,-0.06417967801896651,False,validation_return_0.0275_below_preferred_0.10;locked_oos_return_0.0046_below_preferred_0.03;locked_oos_trade_event_count_7_below_20;validation_min_half_return_-0.0642_below_0;train_rpt_17.170_below_preferred_20bps
3670,a30fb_booster_rs_chandelier_6h_solusdt_lb12_atr0p5_rel0p005_trail2p0_hold18_2p0x_0p15_ff92ba1e,relative_strength_chandelier_breakout,SOLUSDT,6h,long_short,12,0.005,-0.005,18,2,adx15_btc_regime_atr0.5_trail2.0,False,,,,,2.0,0.15,0.3,0.03502619645502092,0.027516733908615754,0.004574478744991284,0.12417640245545425,0.07268579073045556,0.031066755653395783,0.2812354698413534,0.8181433041586283,0.43561513068354274,68,18,7,654,173,77,1.2729053008741666,0.007509462546405166,17.1697041446181,50.95691464558473,21.78323211900611,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.3, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.3, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,train_trade_event_count_68_below_80;validation_trade_event_count_18_below_30;locked_oos_trade_event_count_7_below_20,0.22066988112622454,0.09798506163391574,-0.0641796780189664,-0.0641796780189664,False,validation_return_0.0275_below_preferred_0.10;locked_oos_return_0.0046_below_preferred_0.03;locked_oos_trade_event_count_7_below_20;validation_min_half_return_-0.0642_below_0;train_rpt_17.170_below_preferred_20bps
3701,a30fb_booster_mh_consensus_6h_solusdt_s6_l24_thr0p02_adx24p0_hold12_cool2_4p0x_0p125_653496fe,multi_horizon_consensus_momentum,SOLUSDT,6h,long_short,24,0.02,0.0,12,2,adx24.0_vol_q80_rel_btc,False,,,,,4.0,0.125,0.5,0.15819678341515075,0.0661155291137765,0.023312774749957965,0.2931244753677561,0.1559716405457694,0.038575066335625685,0.6409717175727463,0.9888139955944448,1.1479322178602238,107,34,13,810,225,99,2.3927326232678867,0.09208125430137426,29.569492227130983,38.89148771398617,35.865807307627634,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.5, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.5, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_trade_event_count_13_below_20;validation_mdd_0.1560_above_0.12,0.21766718956634712,0.19043028293254904,-0.1044284202116661,-0.1044284202116661,False,validation_return_0.0661_below_preferred_0.10;locked_oos_return_0.0233_below_preferred_0.03;validation_mdd_0.1560_above_preferred_0.10;locked_oos_trade_event_count_13_below_20;validation_min_half_return_-0.1044_below_0
3702,a30fb_booster_mh_consensus_6h_solusdt_s6_l24_thr0p02_adx24p0_hold12_cool2_5p0x_0p1_5d0ea78c,multi_horizon_consensus_momentum,SOLUSDT,6h,long_short,24,0.02,0.0,12,2,adx24.0_vol_q80_rel_btc,False,,,,,5.0,0.1,0.5,0.15819678341515075,0.0661155291137765,0.023312774749957965,0.2931244753677561,0.1559716405457694,0.038575066335625685,0.6409717175727463,0.9888139955944448,1.1479322178602238,107,34,13,810,225,99,2.3927326232678867,0.09208125430137426,29.569492227130983,38.89148771398617,35.865807307627634,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.5, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.5, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_trade_event_count_13_below_20;validation_mdd_0.1560_above_0.12,0.21766718956634712,0.19043028293254904,-0.1044284202116661,-0.1044284202116661,False,validation_return_0.0661_below_preferred_0.10;locked_oos_return_0.0233_below_preferred_0.03;validation_mdd_0.1560_above_preferred_0.10;locked_oos_trade_event_count_13_below_20;validation_min_half_return_-0.1044_below_0
3795,a30fb_booster_rs_chandelier_6h_solusdt_lb12_atr0p5_rel0p0_trail2p0_hold18_2p0x_0p15_fc54ac37,relative_strength_chandelier_breakout,SOLUSDT,6h,long_short,12,0.0,-0.005,18,2,adx15_btc_regime_atr0.5_trail2.0,False,,,,,2.0,0.15,0.3,0.045325576998154204,0.025723263910884864,0.004574478744991284,0.11608486143612173,0.07268579073045545,0.031066755653395783,0.3353040691890413,0.7796146929915081,0.43561513068354274,71,18,7,687,163,77,1.7620461056255996,0.01960231308726934,21.2796136141569,47.63567390904605,21.78323211900611,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.3, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.3, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,train_trade_event_count_71_below_80;validation_trade_event_count_18_below_30;locked_oos_trade_event_count_7_below_20,0.2025169515995871,0.09606859331664896,-0.0641796780189664,-0.0641796780189664,False,validation_return_0.0257_below_preferred_0.10;locked_oos_return_0.0046_below_preferred_0.03;locked_oos_trade_event_count_7_below_20;validation_min_half_return_-0.0642_below_0
3796,a30fb_booster_rs_chandelier_6h_solusdt_lb12_atr0p5_rel0p0_trail2p0_hold18_3p0x_0p1_289a65eb,relative_strength_chandelier_breakout,SOLUSDT,6h,long_short,12,0.0,-0.005,18,2,adx15_btc_regime_atr0.5_trail2.0,False,,,,,3.0,0.1,0.30000000000000004,0.04532557699815398,0.02572326391088442,0.004574478744991062,0.11608486143612196,0.07268579073045589,0.031066755653395894,0.3353040691890413,0.7796146929915087,0.43561513068354313,71,18,7,687,163,77,1.7620461056256214,0.019602313087269563,21.279613614156794,47.63567390904522,21.78323211900505,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.30000000000000004, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.30000000000000004, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,train_trade_event_count_71_below_80;validation_trade_event_count_18_below_30;locked_oos_trade_event_count_7_below_20,0.20251695159957667,0.09606859331664896,-0.06417967801896651,-0.06417967801896651,False,validation_return_0.0257_below_preferred_0.10;locked_oos_return_0.0046_below_preferred_0.03;locked_oos_trade_event_count_7_below_20;validation_min_half_return_-0.0642_below_0
3914,a30fb_booster_rs_chandelier_6h_solusdt_lb12_atr0p5_rel0p01_trail2p0_hold18_4p0x_0p125_11f2e72d,relative_strength_chandelier_breakout,SOLUSDT,6h,long_short,12,0.01,-0.005,18,2,adx15_btc_regime_atr0.5_trail2.0,False,,,,,4.0,0.125,0.5,0.04015437431697322,0.07892234707140089,0.007039255547208745,0.20049169972041803,0.11455239572277731,0.05147414935924188,0.2812354698413534,1.3953538487295654,0.435615130683543,68,16,7,654,155,77,0.5087833269916014,-0.03876797275442767,11.810110093227417,98.6529338392511,20.1121587063107,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.5, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.5, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,train_trade_event_count_68_below_80;validation_trade_event_count_16_below_30;locked_oos_trade_event_count_7_below_20;train_return_below_validation_return;train_validation_return_ratio_0.5088_below_1.00,0.1880856461180141,0.16628844468397097,-0.07490951145987235,-0.07490951145987235,False,validation_return_0.0789_below_preferred_0.10;locked_oos_return_0.0070_below_preferred_0.03;validation_mdd_0.1146_above_preferred_0.10;locked_oos_trade_event_count_7_below_20;validation_min_half_return_-0.0749_below_0;train_rpt_11.810_below_preferred_20bps
3915,a30fb_booster_rs_chandelier_6h_solusdt_lb12_atr0p5_rel0p01_trail2p0_hold18_5p0x_0p1_97439892,relative_strength_chandelier_breakout,SOLUSDT,6h,long_short,12,0.01,-0.005,18,2,adx15_btc_regime_atr0.5_trail2.0,False,,,,,5.0,0.1,0.5,0.04015437431697322,0.07892234707140089,0.007039255547208745,0.20049169972041803,0.11455239572277731,0.05147414935924188,0.2812354698413534,1.3953538487295654,0.435615130683543,68,16,7,654,155,77,0.5087833269916014,-0.03876797275442767,11.810110093227417,98.6529338392511,20.1121587063107,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.5, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.5, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,train_trade_event_count_68_below_80;validation_trade_event_count_16_below_30;locked_oos_trade_event_count_7_below_20;train_return_below_validation_return;train_validation_return_ratio_0.5088_below_1.00,0.1880856461180141,0.16628844468397097,-0.07490951145987235,-0.07490951145987235,False,validation_return_0.0789_below_preferred_0.10;locked_oos_return_0.0070_below_preferred_0.03;validation_mdd_0.1146_above_preferred_0.10;locked_oos_trade_event_count_7_below_20;validation_min_half_return_-0.0749_below_0;train_rpt_11.810_below_preferred_20bps
3941,a30fb_booster_mh_consensus_6h_solusdt_s12_l48_thr0p005_adx12p0_hold12_cool4_3p0x_0p1_e94eef51,multi_horizon_consensus_momentum,SOLUSDT,6h,long_short,48,0.005,0.0,12,4,adx12.0_vol_q80_rel_btc,False,,,,,3.0,0.1,0.30000000000000004,0.04372339752839727,0.03935981950026024,0.005297174342010269,0.09949480306560421,0.1150085191866771,0.03411992411597886,0.3376666260096979,0.9314987190769091,0.4350529704028892,89,29,14,734,230,110,1.110863771316537,0.004363578028137027,16.375804317751783,45.241171839379575,12.612319861929208,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.30000000000000004, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.30000000000000004, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,validation_trade_event_count_29_below_30;locked_oos_trade_event_count_14_below_20,0.1845157819985443,0.11034584150303361,-0.06393145212007367,-0.06393145212007367,False,validation_return_0.0394_below_preferred_0.10;locked_oos_return_0.0053_below_preferred_0.03;validation_mdd_0.1150_above_preferred_0.10;locked_oos_trade_event_count_14_below_20;validation_min_half_return_-0.0639_below_0;train_rpt_16.376_below_preferred_20bps;locked_oos_rpt_12.612_below_preferred_20bps
3942,a30fb_booster_mh_consensus_6h_solusdt_s12_l48_thr0p005_adx12p0_hold12_cool4_2p0x_0p15_007837dc,multi_horizon_consensus_momentum,SOLUSDT,6h,long_short,48,0.005,0.0,12,4,adx12.0_vol_q80_rel_btc,False,,,,,2.0,0.15,0.3,0.043723397528397046,0.03935981950026024,0.005297174342010269,0.09949480306560421,0.1150085191866771,0.03411992411597886,0.3376666260096977,0.9314987190769092,0.43505297040288987,89,29,14,734,230,110,1.1108637713165315,0.004363578028136805,16.3758043177517,45.24117183937959,12.612319861929212,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.3, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.3, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,validation_trade_event_count_29_below_30;locked_oos_trade_event_count_14_below_20,0.18451578199854407,0.11034584150303361,-0.06393145212007367,-0.06393145212007367,False,validation_return_0.0394_below_preferred_0.10;locked_oos_return_0.0053_below_preferred_0.03;validation_mdd_0.1150_above_preferred_0.10;locked_oos_trade_event_count_14_below_20;validation_min_half_return_-0.0639_below_0;train_rpt_16.376_below_preferred_20bps;locked_oos_rpt_12.612_below_preferred_20bps
4087,a30fb_booster_mh_consensus_6h_solusdt_s6_l24_thr0p02_adx24p0_hold12_cool2_4p0x_0p15_ca674b9a,multi_horizon_consensus_momentum,SOLUSDT,6h,long_short,24,0.02,0.0,12,2,adx24.0_vol_q80_rel_btc,False,,,,,4.0,0.15,0.6,0.18004436475985774,0.0768172811245007,0.02759166536028279,0.3417499838870053,0.1853454983799887,0.046168934258265626,0.6409717175727463,0.9888139955944439,1.1479322178602227,107,34,13,810,225,99,2.3438002767639348,0.10322708363535704,28.04429357630183,37.65552996299054,35.373929949080505,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.6, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.6, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_trade_event_count_13_below_20;validation_mdd_0.1853_above_0.12,0.16596491170051697,0.23060211414870846,-0.12496714515283525,-0.12496714515283525,False,validation_return_0.0768_below_preferred_0.10;locked_oos_return_0.0276_below_preferred_0.03;validation_mdd_0.1853_above_preferred_0.10;locked_oos_trade_event_count_13_below_20;validation_min_half_return_-0.1250_below_0
4299,a30fb_booster_mh_consensus_6h_solusdt_s12_l48_thr0p005_adx12p0_hold8_cool4_3p0x_0p1_f54512d9,multi_horizon_consensus_momentum,SOLUSDT,6h,long_short,48,0.005,0.0,8,4,adx12.0_vol_q80_rel_btc,False,,,,,3.0,0.1,0.30000000000000004,0.06479848532634369,0.03719855562730845,0.007336433074210058,0.0959743191856145,0.11684878670468801,0.0339040109447829,0.45798763987997876,0.8919014685152471,0.5991068821117203,95,29,16,688,216,109,1.741962402399662,0.02759992969903524,22.736310640822346,42.756960491159134,15.284235571270951,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.30000000000000004, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.30000000000000004, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,validation_trade_event_count_29_below_30;locked_oos_trade_event_count_16_below_20,0.13715504939016537,0.12200083609358581,-0.07558129881750286,-0.07558129881750286,False,validation_return_0.0372_below_preferred_0.10;locked_oos_return_0.0073_below_preferred_0.03;validation_mdd_0.1168_above_preferred_0.10;locked_oos_trade_event_count_16_below_20;validation_min_half_return_-0.0756_below_0;locked_oos_rpt_15.284_below_preferred_20bps
4300,a30fb_booster_mh_consensus_6h_solusdt_s12_l48_thr0p005_adx12p0_hold8_cool4_2p0x_0p15_fc87b36c,multi_horizon_consensus_momentum,SOLUSDT,6h,long_short,48,0.005,0.0,8,4,adx12.0_vol_q80_rel_btc,False,,,,,2.0,0.15,0.3,0.0647984853263428,0.03719855562730845,0.007336433074210058,0.09597431918561461,0.11684878670468801,0.0339040109447829,0.4579876398799783,0.8919014685152475,0.5991068821117205,95,29,16,688,216,109,1.741962402399638,0.027599929699034353,22.736310640822037,42.75696049115914,15.284235571270955,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.3, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.3, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,validation_trade_event_count_29_below_30;locked_oos_trade_event_count_16_below_20,0.13715504939016415,0.12200083609358581,-0.07558129881750286,-0.07558129881750286,False,validation_return_0.0372_below_preferred_0.10;locked_oos_return_0.0073_below_preferred_0.03;validation_mdd_0.1168_above_preferred_0.10;locked_oos_trade_event_count_16_below_20;validation_min_half_return_-0.0756_below_0;locked_oos_rpt_15.284_below_preferred_20bps
4450,a30fb_booster_rs_chandelier_6h_solusdt_lb12_atr0p5_rel0p01_trail3p0_hold18_3p0x_0p15_00e920d4,relative_strength_chandelier_breakout,SOLUSDT,6h,long_short,12,0.01,-0.005,18,2,adx15_btc_regime_atr0.5_trail3.0,False,,,,,3.0,0.15,0.44999999999999996,0.030897170891507342,0.05573451275278973,0.01982429919887929,0.18188902540664875,0.10343979744207943,0.04639525762259378,0.24770604035925461,1.092594668493895,1.159393305094909,68,16,7,662,160,81,0.5543633444604001,-0.02483734186128239,10.097114670427237,77.40904548998576,62.93428317104538,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,train_trade_event_count_68_below_80;validation_trade_event_count_16_below_30;locked_oos_trade_event_count_7_below_20;train_return_below_validation_return;train_validation_return_ratio_0.5544_below_1.00,0.12086122480015699,0.14899385098385776,-0.0811660899239901,-0.0811660899239901,False,validation_return_0.0557_below_preferred_0.10;locked_oos_return_0.0198_below_preferred_0.03;validation_mdd_0.1034_above_preferred_0.10;locked_oos_trade_event_count_7_below_20;validation_min_half_return_-0.0812_below_0;train_rpt_10.097_below_preferred_20bps
4484,a30fb_booster_rs_chandelier_6h_solusdt_lb12_atr0p5_rel0p005_trail2p0_hold18_3p0x_0p15_6cefcc97,relative_strength_chandelier_breakout,SOLUSDT,6h,long_short,12,0.005,-0.005,18,2,adx15_btc_regime_atr0.5_trail2.0,False,,,,,3.0,0.15,0.44999999999999996,0.040275578760638586,0.03945333137071949,0.006467111544810278,0.18188902540664875,0.10800816022096704,0.04639525762259378,0.28123546984135367,0.8181433041586283,0.4356151306835429,68,18,7,654,173,77,1.020841012947498,0.0008222473899190952,13.161953843345945,48.7078165070611,20.530512840667555,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,train_trade_event_count_68_below_80;validation_trade_event_count_18_below_30;locked_oos_trade_event_count_7_below_20,0.1177982685199424,0.14899385098385776,-0.09533603641076105,-0.09533603641076105,False,validation_return_0.0395_below_preferred_0.10;locked_oos_return_0.0065_below_preferred_0.03;validation_mdd_0.1080_above_preferred_0.10;locked_oos_trade_event_count_7_below_20;validation_min_half_return_-0.0953_below_0;train_rpt_13.162_below_preferred_20bps
4638,a30fb_booster_pullback_reclaim_4h_ethusdt_fast8_slow40_z-0p75_hold8_3p0x_0p1_25acf2bf,trend_pullback_reclaim,ETHUSDT,4h,long_short,40,-0.75,0.0,8,2,ema_reclaim_adx12_btc_regime,False,,,,,3.0,0.1,0.30000000000000004,0.0607336890854806,0.005227230632316893,0.005407699099997831,0.07034165236869261,0.046930764933725166,0.02214355548390856,0.5418862529769499,0.2360686649244059,0.6107149210730999,54,13,4,666,172,41,11.6187123464574,0.05550645845316371,37.489931534247276,13.40315546747921,45.06415916664859,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.30000000000000004, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.30000000000000004, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,train_trade_event_count_54_below_80;validation_trade_event_count_13_below_30;locked_oos_trade_event_count_4_below_20;validation_return_0.0052_below_0.02,0.0934068892331181,-0.0018622237312982959,0.007102681144999012,-0.0018622237312982959,False,validation_return_0.0052_below_preferred_0.10;locked_oos_return_0.0054_below_preferred_0.03;locked_oos_trade_event_count_4_below_20;validation_min_half_return_-0.0019_below_0;validation_rpt_13.403_below_preferred_20bps
4639,a30fb_booster_pullback_reclaim_4h_ethusdt_fast8_slow40_z-0p75_hold8_2p0x_0p15_43f6d8a9,trend_pullback_reclaim,ETHUSDT,4h,long_short,40,-0.75,0.0,8,2,ema_reclaim_adx12_btc_regime,False,,,,,2.0,0.15,0.3,0.06073368908548038,0.005227230632316893,0.005407699099997831,0.07034165236869261,0.046930764933725166,0.02214355548390856,0.5418862529769496,0.23606866492440598,0.6107149210731,54,13,4,666,172,41,11.618712346457357,0.05550645845316349,37.48993153424715,13.403155467479213,45.064159166648594,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.3, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.3, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,train_trade_event_count_54_below_80;validation_trade_event_count_13_below_30;locked_oos_trade_event_count_4_below_20;validation_return_0.0052_below_0.02,0.09340688923311788,-0.0018622237312982959,0.007102681144999012,-0.0018622237312982959,False,validation_return_0.0052_below_preferred_0.10;locked_oos_return_0.0054_below_preferred_0.03;locked_oos_trade_event_count_4_below_20;validation_min_half_return_-0.0019_below_0;validation_rpt_13.403_below_preferred_20bps
